ID,Domain,User Input,Bot Response,Context ID,Context,Intent
2685,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2684,What is the refund policy?,ask_shipping_info
1575,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1574,What is the refund policy?,ask_shipping_info
2629,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2628,What documents are needed for a home loan?,stock_investment
943,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,942,How do I open a savings account?,ask_interest_rate
1634,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,1633,Can I cancel my order?,ask_refund_policy
1877,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,1876,What is a credit score?,ask_credit_score
597,E-commerce,How do I change my delivery address?,You can change it from your account settings.,596,The product I received is damaged.,update_address
2552,E-commerce,Where is my package?,Let me check the tracking information for you.,2551,I want to return my order.,track_order
313,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,312,How do I open a savings account?,ask_interest_rate
842,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,841,What is a mutual fund?,open_account
1669,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",1668,What documents are needed for a home loan?,stock_investment
1005,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1004,Can I apply for a personal loan?,loan_prepayment_fee
1815,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1814,What is the refund policy?,ask_shipping_info
30,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",29,I forgot my account password.,request_gift_receipt
2901,E-commerce,I want to return my order.,"Sure, may I have your order number?",2900,Can I get a gift receipt?,initiate_return
1065,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1064,What is the refund policy?,ask_shipping_info
2764,E-commerce,What is the refund policy?,You can get a full refund within 30 days of purchase.,2763,Can I cancel my order?,ask_refund_policy
2088,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2087,How do I change my delivery address?,ask_payment_options
295,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",294,What is the refund policy?,ask_shipping_info
42,E-commerce,Where is my package?,Let me check the tracking information for you.,41,I want to return my order.,track_order
1706,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1705,Is there a fee for early loan repayment?,ask_credit_score
1128,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1127,How do I change my delivery address?,ask_payment_options
1650,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",1649,I forgot my account password.,request_gift_receipt
1885,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1884,What is the refund policy?,ask_shipping_info
2942,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,2941,What is a mutual fund?,open_account
629,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,628,What payment methods do you accept?,reset_password
341,E-commerce,I want to return my order.,"Sure, may I have your order number?",340,Can I get a gift receipt?,initiate_return
638,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",637,How can I improve my credit score?,home_loan_documents
2047,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2046,What is a credit score?,ask_credit_score
2932,E-commerce,Where is my package?,Let me check the tracking information for you.,2931,I want to return my order.,track_order
1197,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1196,The product I received is damaged.,update_address
648,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",647,How can I improve my credit score?,home_loan_documents
91,E-commerce,I want to return my order.,"Sure, may I have your order number?",90,Can I get a gift receipt?,initiate_return
2659,Finance,Can I invest in stocks through your bank?,"Yes, we offer stock investment services.",2658,What documents are needed for a home loan?,stock_investment
735,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",734,Can I apply for a personal loan?,loan_prepayment_fee
1968,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1967,How do I change my delivery address?,ask_payment_options
850,Finance,How do I get a bank statement?,You can download it from your online banking portal.,849,Can I invest in stocks through your bank?,get_bank_statement
1215,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",1214,Can I apply for a personal loan?,loan_prepayment_fee
2802,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,2801,What is a mutual fund?,open_account
806,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,805,Do you offer international shipping?,report_damaged_item
2827,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2826,What is a credit score?,ask_credit_score
489,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,488,What payment methods do you accept?,reset_password
2281,E-commerce,I want to return my order.,"Sure, may I have your order number?",2280,Can I get a gift receipt?,initiate_return
2488,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2487,How do I change my delivery address?,ask_payment_options
1379,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1378,What payment methods do you accept?,reset_password
817,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,816,What is a credit score?,ask_credit_score
2608,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2607,How do I change my delivery address?,ask_payment_options
634,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",633,What is the current interest rate?,apply_loan
2052,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,2051,What is a mutual fund?,open_account
2897,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2896,The product I received is damaged.,update_address
